"","gene_name","gene_description","log2_fold_change","p_value","sample_type","data_source","ENSEMBL_ID","Present.in.the.16p11.2.Region"
"5230","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5231","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5232","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5233","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5234","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5235","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5236","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5237","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5238","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5239","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5240","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5241","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5242","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5243","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5244","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5245","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5246","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5247","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5248","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5249","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5250","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5251","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5252","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5253","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5254","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5255","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5256","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5257","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5258","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5259","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5260","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5261","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5262","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5263","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5264","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5265","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5266","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5267","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5268","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5269","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5270","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5271","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5272","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5273","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5274","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5275","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5276","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5277","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5278","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5279","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5280","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5281","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5282","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5283","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5284","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5285","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5286","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5287","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5288","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5289","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5290","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5291","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5292","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5293","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5294","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5295","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5296","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5297","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5298","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5299","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5300","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5301","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5302","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5303","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5304","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5305","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5306","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5307","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5308","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5309","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5310","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5311","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5312","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5313","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5314","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5315","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5316","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5317","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5318","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5319","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5320","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5321","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5322","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5323","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5324","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5325","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5326","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5327","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5328","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5329","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5330","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5331","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5332","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5333","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5334","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5335","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5336","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5337","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5338","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5339","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5340","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5341","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5342","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5343","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5344","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5345","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5346","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5347","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5348","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5349","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5350","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5351","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5352","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5353","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5354","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5355","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5356","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5357","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5358","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5359","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5360","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5361","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5362","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5363","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5364","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5365","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5366","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5367","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5368","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5369","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5370","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5371","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5372","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5373","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5374","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5375","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5376","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5377","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5378","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5379","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5380","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5381","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5382","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5383","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5384","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5385","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5386","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5387","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5388","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5389","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5390","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5391","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5392","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5393","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5394","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5395","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5396","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5397","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5398","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5399","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5400","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5401","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5402","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5403","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5404","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5405","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5406","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5407","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5408","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5409","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5410","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5411","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5412","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5413","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5414","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5415","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5416","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5417","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5418","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5419","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5420","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5421","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5422","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5423","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5424","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5425","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5426","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5427","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5428","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5429","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5430","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5431","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5432","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5433","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5434","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5435","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5436","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5437","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5438","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5439","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5440","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5441","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5442","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5443","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5444","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5445","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5446","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5447","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5448","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5449","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5450","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5451","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5452","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5453","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5454","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5455","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5456","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5457","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5458","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5459","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5460","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5461","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5462","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5463","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5464","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5465","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5466","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5467","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5468","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5469","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5470","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5471","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5472","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5473","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5474","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5475","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5476","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5477","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5478","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5479","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5480","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5481","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5482","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5483","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5484","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5485","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5486","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5487","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5488","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5489","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5490","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5491","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5492","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5493","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5494","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5495","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5496","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5497","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5498","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5499","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5500","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5501","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5502","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5503","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5504","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5505","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5506","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5507","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5508","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5509","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5510","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5511","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5512","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5513","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5514","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5515","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5516","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5517","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5518","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5519","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5520","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5521","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5522","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5523","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5524","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5525","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5526","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5527","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5528","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5529","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5530","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5531","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5532","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5533","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5534","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5535","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5536","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5537","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5538","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5539","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5540","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5541","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5542","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5543","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5544","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5545","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5546","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5547","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5548","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5549","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5550","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5551","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5552","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5553","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5554","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5555","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5556","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5557","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5558","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5559","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5560","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5561","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5562","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5563","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5564","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5565","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5566","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5567","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5568","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5569","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5570","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5571","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5572","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5573","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5574","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5575","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5576","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5577","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5578","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5579","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5580","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5581","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5582","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5583","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5584","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5585","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5586","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5587","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5588","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5589","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5590","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5591","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5592","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5593","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5594","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5595","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5596","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5597","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5598","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5599","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5600","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5601","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5602","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5603","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5604","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5605","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5606","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5607","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5608","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5609","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5610","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5611","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5612","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5613","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5614","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5615","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5616","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5617","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5618","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5619","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5620","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5621","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5622","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5623","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5624","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5625","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5626","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5627","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5628","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5629","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5630","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5631","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5632","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5633","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5634","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5635","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5636","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5637","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
"5638","","",NA,NA,"hLCL","Talkowski et al. 2014","","No"
