"","region","gene_symbol","expression","in_16p_region"
"324","ctx-lh-cuneus","TMEM219",0.30817288811375,"Yes"
"325","ctx-lh-cuneus","FBLN7",0.77589148293198,"No"
"326","ctx-lh-cuneus","DPY19L3",0.585018416239626,"No"
"327","ctx-lh-cuneus","TEKT4",0.435397771851543,"No"
"328","ctx-lh-cuneus","MAMDC4",0.624951748930142,"No"
"329","ctx-lh-cuneus","FAM122B",0.561530725534843,"No"
"330","ctx-lh-cuneus","CALML6",0.649238800689142,"No"
"331","ctx-lh-cuneus","LRRC45",0.662740805938349,"No"
"332","ctx-lh-cuneus","KHDRBS2",0.616024296193741,"No"
"333","ctx-lh-cuneus","TMEM9",0.250980860797027,"No"
"334","ctx-lh-cuneus","KCTD13",0.516722255324731,"Yes"
"335","ctx-lh-cuneus","ASPHD1",0.477691197570035,"Yes"
"336","ctx-lh-cuneus","TAS2R31",0.879218741278595,"No"
"337","ctx-lh-cuneus","INO80E",0.619802602707706,"Yes"
"338","ctx-lh-cuneus","KIF4B",0.693435402549496,"No"
"339","ctx-lh-cuneus","HERC2P2",0.733779266252492,"No"
"340","ctx-lh-cuneus","C17orf97",0.632894951659177,"No"
"341","ctx-lh-cuneus","BCRP2",0.196628074260922,"No"
"342","ctx-lh-cuneus","HOXB-AS3",0.511350421676824,"No"
"343","ctx-lh-cuneus","KANSL1-AS1",0.34137939220526,"No"
"344","ctx-lh-cuneus","CCDC152",0.787047819129002,"No"
"345","ctx-lh-cuneus","LOC100133091",0.62598376632478,"No"
"346","ctx-lh-cuneus","PEG3-AS1",0.694091301538627,"No"
"347","ctx-lh-cuneus","LOC100505915",0.638298551894374,"No"
"348","ctx-lh-cuneus","MIR497HG",0.534736759882918,"No"
"349","ctx-lh-entorhinal","ALDOA",0.46312137769871,"Yes"
"350","ctx-lh-entorhinal","CHRNB1",0.688490370259895,"No"
"351","ctx-lh-entorhinal","COL6A2",0.529309655804211,"No"
"352","ctx-lh-entorhinal","CYP1B1",0.539830043726451,"No"
"353","ctx-lh-entorhinal","DPP6",0.381322308562726,"No"
"354","ctx-lh-entorhinal","EDN3",0.322567080770102,"No"
"355","ctx-lh-entorhinal","GABRE",0.373777422930598,"No"
"356","ctx-lh-entorhinal","GRM7",0.594807560665413,"No"
"357","ctx-lh-entorhinal","GTF2I",0.56867114789153,"No"
"358","ctx-lh-entorhinal","HLA-C",0.73938205137457,"No"
"359","ctx-lh-entorhinal","KIF22",0.561311513305602,"Yes"
"360","ctx-lh-entorhinal","LGALS1",0.211788504189558,"No"
"361","ctx-lh-entorhinal","MAPT",0.64378296449894,"No"
"362","ctx-lh-entorhinal","MAZ",0.71022372202612,"Yes"
"363","ctx-lh-entorhinal","TONSL",0.563244644734046,"No"
"364","ctx-lh-entorhinal","OAS3",0.54536268427934,"No"
"365","ctx-lh-entorhinal","PPP4C",0.637287932022611,"Yes"
"366","ctx-lh-entorhinal","MAPK3",0.845886317437635,"Yes"
"367","ctx-lh-entorhinal","PRNP",0.465812785286705,"No"
"368","ctx-lh-entorhinal","RAF1",0.375633852341724,"No"
"369","ctx-lh-entorhinal","RGS3",0.558031428229012,"No"
"370","ctx-lh-entorhinal","ZNF229",0.716160461088142,"No"
"371","ctx-lh-entorhinal","RBM10",0.390676262283492,"No"
"372","ctx-lh-entorhinal","DOC2A",0.618625264871583,"Yes"
"373","ctx-lh-entorhinal","HIRIP3",0.475449458042212,"Yes"
"374","ctx-lh-entorhinal","JRK",0.418610007890573,"No"
"375","ctx-lh-entorhinal","CPNE1",0.431900041520505,"No"
"376","ctx-lh-entorhinal","SEMA5A",0.77212906922325,"No"
"377","ctx-lh-entorhinal","TAOK2",0.685079127848955,"Yes"
